"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";"Characteristics:Время ремонта";"Characteristics:Время чистки";"Characteristics:Объем оперативной памяти";"Characteristics:Объем встроенной памяти";Characteristics:Цвет;Weight;Length;Width;Height
197856477352;;;;"Digma;Ремонт";"Замена верхнего динамика на Digma";"Замена верхнего динамика на Digma в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена верхнего динамика на Digma в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6633-3964-4538-b162-363735343061/62034644.png;1000.00;;;;;0VoSbZat7hNCKKdeDVL5;;"2 часа";;;;;0;0;0;0
399184038262;;;;"Digma;Ремонт";"Замена основной камеры на Digma";"Замена основной камеры на Digma в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена основной камеры на Digma в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6561-3030-4630-b339-653633613733/79232881.png;1000.00;;;;;hfCVIFbrgH9gn5882KAx;;"2 часа";;;;;0;0;0;0
299114695892;;;;"Digma;Ремонт";"Замена передней камеры на Digma";"Замена передней камеры на Digma в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена передней камеры на Digma в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6561-3030-4630-b339-653633613733/79232881.png;1000.00;;;;;Y6nk0RjP6ABGtvDJVjSH;;"2 часа";;;;;0;0;0;0
537631699682;;;;"Digma;Ремонт";"Замена вибромотора на Digma";"Замена вибромотора на Digma в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена вибромотора на Digma в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6537-3062-4433-b836-663961623038/19929949.png;1000.00;;;;;Ev8Jyxx9emCTYSAlJsJY;;"2 часа";;;;;0;0;0;0
572407587432;;;;"Digma;Ремонт";"Чистка динамика, микрофонов от пыли (с разбором) на Digma";"Чистка динамика, микрофонов от пыли (с разбором) на Digma в сервисном центре ""Bee Service"".";"Чистка динамика, микрофонов от пыли (с разбором) на Digma в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor6463-3334-4366-a530-343561353836/30243973.png;1000.00;;;;;RIgFSigkeIm5R8D82zuD;;;"2 часа";;;;0;0;0;0
594951493662;;;;"Nokia;Ремонт";"Замена дисплея на Nokia";"Замена дисплея на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена дисплея на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6536-6163-4831-b661-666433353362/56869158.png;1500.00;;;;;K3XoBJU3UtRN9MgSlO5p;;"2-3 часа";;;;;0;0;0;0
679878419812;;;;"Nokia;Ремонт";"Замена аккумулятора на Nokia";"Замена аккумулятора (акб) на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена аккумулятора (акб) на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3864-3164-4433-b235-663931363462/10984035.png;1000.00;;;;;z53ZAtdSZ9sR93XMCpRe;;"2 часа";;;;;0;0;0;0
767224266322;;;;"Nokia;Ремонт";"Замена разъема зарядки на Nokia";"Замена разъема зарядки micro, type-c на Nokia в сервисном центре ""Bee Service"". Цена указана за замену micro разъема. Стоимость замены Type-C вы можете узнать в онлайн-чате или позвонив нам.";"Замена разъема зарядки micro, type-c на Nokia в сервисном центре ""Bee Service"". Цена указана за замену micro разъема. Стоимость замены Type-C вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3838-3833-4630-b230-383238666361/25885160.png;1000.00;;;;;l43HDU2OuhpbDXaIB6pS;;"2 часа";;;;;0;0;0;0
235844354812;;;;"Nokia;Ремонт";"Разблокировка Google аккаунта, код-пароля на Nokia";"Разблокировка Google аккаунта (FRP), код-пароля в сервисном центре ""Bee Service"". Цена зависит от модели устройства, точную цену вы можете узнать в онлайн-чате или позвонив нам.";"Разблокировка Google аккаунта (FRP), код-пароля в сервисном центре ""Bee Service"". Цена зависит от модели устройства, точную цену вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3964-3836-4464-b937-643131616132/77683804.png;1000.00;;;;;9EmIVO4ZuJrMhj7CPHfa;;"1 день";;;;;0;0;0;0
233456400382;;;;"Nokia;Ремонт";"Замена кнопок громкости на Nokia";"Замена кнопок громкости на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена кнопок громкости на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3536-3363-4865-b433-666137373565/56389286.png;1000.00;;;;;2d6JMAXjMKlpBNMEHbf5;;"2 часа";;;;;0;0;0;0
834144714192;;;;"Nokia;Ремонт";"Замена кнопки включения на Nokia";"Замена кнопки включения на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена кнопки включения на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3536-3363-4865-b433-666137373565/56389286.png;1000.00;;;;;8JGHYY3iAfRj6TUarhX4;;"2 часа";;;;;0;0;0;0
740156259712;;;;"Nokia;Ремонт";"Чистка от пыли (без разбора) на Nokia";"Чистка динамиков и разъема зарядки на Nokia в сервисном центре ""Bee Service"".";"Чистка динамиков и разъема зарядки на Nokia в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor6463-3334-4366-a530-343561353836/30243973.png;300.00;;;;;dX6t7Sso2FijguBxu0kv;;;"30 мин.";;;;0;0;0;0
255485924722;;;;"Nokia;Ремонт";"Замена задней крышки на Nokia";"Замена задней крышки на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена задней крышки на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3736-3435-4234-a135-393436343066/55812130.png;1000.00;;;;;Y1dRLJjxt0COysdBtgFL;;"3-4 часа";;;;;0;0;0;0
968573867112;;;;"Nokia;Ремонт";"Перенос данных на Nokia";"Перенос данных на Nokia в сервисном центре ""Bee Service"".";"Перенос данных на Nokia в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor3231-3461-4537-a263-653964313937/11777311.png;500.00;;;;;LEOOfVXT7dd8BkOmmyID;;;;;;;0;0;0;0
691200531812;;;;"Nokia;Ремонт";"Замена стекла основной камеры на Nokia";"Замена стекла основной камеры на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена стекла основной камеры на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6661-3765-4764-b035-356663306533/86574713.png;500.00;;;;;OlRNFPmIVar3kcon4brJ;;"1 час";;;;;0;0;0;0
614692321852;;;;"Nokia;Ремонт";"Замена нижнего динамика на Nokia";"Замена нижнего динамика на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена нижнего динамика на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6633-3964-4538-b162-363735343061/62034644.png;1000.00;;;;;jZCbf2LsGGCZD1hUELFI;;"2 часа";;;;;0;0;0;0
345299564962;;;;"Nokia;Ремонт";"Замена микрофона на Nokia";"Замена микрофона на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена микрофона на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6435-6466-4134-a337-306338623766/73044951.png;1000.00;;;;;8TiUXOhJndMtGSGBAUVs;;"2 часа";;;;;0;0;0;0
460800104852;;;;"Nokia;Ремонт";"Замена верхнего динамика на Nokia";"Замена верхнего динамика на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена верхнего динамика на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6633-3964-4538-b162-363735343061/62034644.png;1000.00;;;;;mgoXj5zfs4K2YbjKnUxa;;"2 часа";;;;;0;0;0;0
493588377022;;;;"Nokia;Ремонт";"Замена основной камеры на Nokia";"Замена основной камеры на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена основной камеры на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6561-3030-4630-b339-653633613733/79232881.png;1000.00;;;;;0peT7sn8IZXKGDf5skY7;;"2 часа";;;;;0;0;0;0
779739098412;;;;"Nokia;Ремонт";"Замена передней камеры на Nokia";"Замена передней камеры на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена передней камеры на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6561-3030-4630-b339-653633613733/79232881.png;1000.00;;;;;XzhY7HupvtaKeZLJxCXL;;"2 часа";;;;;0;0;0;0
181286801542;;;;"Nokia;Ремонт";"Замена вибромотора на Nokia";"Замена вибромотора на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена вибромотора на Nokia в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6537-3062-4433-b836-663961623038/19929949.png;1000.00;;;;;kcAkRoXRlLegYiPZT3DS;;"2 часа";;;;;0;0;0;0
588591954272;;;;"Nokia;Ремонт";"Чистка динамика, микрофонов от пыли (с разбором) на Nokia";"Чистка динамика, микрофонов от пыли (с разбором) на Nokia в сервисном центре ""Bee Service"".";"Чистка динамика, микрофонов от пыли (с разбором) на Nokia в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor6463-3334-4366-a530-343561353836/30243973.png;1000.00;;;;;mF974909VjkDbYE1LkhB;;;"2 часа";;;;0;0;0;0
174190345532;;;;"Oppo;Ремонт";"Замена дисплея на Oppo";"Замена дисплея на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена дисплея на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6536-6163-4831-b661-666433353362/56869158.png;1500.00;;;;;pxNAcLsLiHZ9zho9hX8U;;"2-3 часа";;;;;0;0;0;0
954051983522;;;;"Oppo;Ремонт";"Замена аккумулятора на Oppo";"Замена аккумулятора (акб) на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена аккумулятора (акб) на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3864-3164-4433-b235-663931363462/10984035.png;1000.00;;;;;4U7IYNaS3gdb525pusmk;;"2 часа";;;;;0;0;0;0
752495909582;;;;"Oppo;Ремонт";"Замена разъема зарядки на Oppo";"Замена разъема зарядки micro, type-c на Oppo в сервисном центре ""Bee Service"". Цена указана за замену micro разъема. Стоимость замены Type-C вы можете узнать в онлайн-чате или позвонив нам.";"Замена разъема зарядки micro, type-c на Oppo в сервисном центре ""Bee Service"". Цена указана за замену micro разъема. Стоимость замены Type-C вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3838-3833-4630-b230-383238666361/25885160.png;1000.00;;;;;YVdYhGlVkPPGTBnpSKfX;;"2 часа";;;;;0;0;0;0
655112520452;;;;"Oppo;Ремонт";"Разблокировка Google аккаунта, код-пароля на Oppo";"Разблокировка Google аккаунта (FRP), код-пароля в сервисном центре ""Bee Service"". Цена зависит от модели устройства, точную цену вы можете узнать в онлайн-чате или позвонив нам.";"Разблокировка Google аккаунта (FRP), код-пароля в сервисном центре ""Bee Service"". Цена зависит от модели устройства, точную цену вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3964-3836-4464-b937-643131616132/77683804.png;1000.00;;;;;zuzIhpkTJAR76k8ZZRmh;;"1 день";;;;;0;0;0;0
263644933632;;;;"Oppo;Ремонт";"Замена кнопок громкости на Oppo";"Замена кнопок громкости на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена кнопок громкости на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3536-3363-4865-b433-666137373565/56389286.png;1000.00;;;;;6YZGBcbd04uDFlcPbTGo;;"2 часа";;;;;0;0;0;0
105596458612;;;;"Oppo;Ремонт";"Замена кнопки включения на Oppo";"Замена кнопки включения на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена кнопки включения на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3536-3363-4865-b433-666137373565/56389286.png;1000.00;;;;;0fGZSHR5hvSxKcviSFyn;;"2 часа";;;;;0;0;0;0
135716911652;;;;"Oppo;Ремонт";"Чистка от пыли (без разбора) на Oppo";"Чистка динамиков и разъема зарядки на Oppo в сервисном центре ""Bee Service"".";"Чистка динамиков и разъема зарядки на Oppo в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor6463-3334-4366-a530-343561353836/30243973.png;300.00;;;;;jZZ9k0lBN6g0GeHG1lRx;;;"30 мин.";;;;0;0;0;0
136226398192;;;;"Oppo;Ремонт";"Замена задней крышки на Oppo";"Замена задней крышки на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена задней крышки на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3736-3435-4234-a135-393436343066/55812130.png;1000.00;;;;;bp0BA6Iyp3eXN56MM3VC;;"3-4 часа";;;;;0;0;0;0
754566747122;;;;"Oppo;Ремонт";"Перенос данных на Oppo";"Перенос данных на Oppo в сервисном центре ""Bee Service"".";"Перенос данных на Oppo в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor3231-3461-4537-a263-653964313937/11777311.png;500.00;;;;;Ff67EnfhtJz4ncpBZuVD;;;;;;;0;0;0;0
872094405572;;;;"Oppo;Ремонт";"Замена стекла основной камеры на Oppo";"Замена стекла основной камеры на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена стекла основной камеры на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6661-3765-4764-b035-356663306533/86574713.png;500.00;;;;;tAbhYkdfgAunPncY8RdG;;"1 час";;;;;0;0;0;0
446943726182;;;;"Oppo;Ремонт";"Замена нижнего динамика на Oppo";"Замена нижнего динамика на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена нижнего динамика на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6633-3964-4538-b162-363735343061/62034644.png;1000.00;;;;;jjYLBI9pbhzu5Njzxhc4;;"2 часа";;;;;0;0;0;0
192771994772;;;;"Oppo;Ремонт";"Замена микрофона на Oppo";"Замена микрофона на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена микрофона на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6435-6466-4134-a337-306338623766/73044951.png;1000.00;;;;;eFx24gJJ85cKiY59vX8y;;"2 часа";;;;;0;0;0;0
826723715992;;;;"Oppo;Ремонт";"Замена верхнего динамика на Oppo";"Замена верхнего динамика на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена верхнего динамика на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6633-3964-4538-b162-363735343061/62034644.png;1000.00;;;;;JobhJdNpV1KY7xs3IZyC;;"2 часа";;;;;0;0;0;0
775049988962;;;;"Oppo;Ремонт";"Замена основной камеры на Oppo";"Замена основной камеры на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена основной камеры на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6561-3030-4630-b339-653633613733/79232881.png;1000.00;;;;;9gz2GttRJxZp1BKJDHsv;;"2 часа";;;;;0;0;0;0
961905556212;;;;"Oppo;Ремонт";"Замена передней камеры на Oppo";"Замена передней камеры на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена передней камеры на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6561-3030-4630-b339-653633613733/79232881.png;1000.00;;;;;PDKTRBva9drPXR16R11n;;"2 часа";;;;;0;0;0;0
551548382362;;;;"Oppo;Ремонт";"Замена вибромотора на Oppo";"Замена вибромотора на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена вибромотора на Oppo в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6537-3062-4433-b836-663961623038/19929949.png;1000.00;;;;;222kZb9zR9Hh4UkRvEUA;;"2 часа";;;;;0;0;0;0
456374190372;;;;"Oppo;Ремонт";"Чистка динамика, микрофонов от пыли (с разбором) на Oppo";"Чистка динамика, микрофонов от пыли (с разбором) на Oppo в сервисном центре ""Bee Service"".";"Чистка динамика, микрофонов от пыли (с разбором) на Oppo в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor6463-3334-4366-a530-343561353836/30243973.png;1000.00;;;;;AgA4T3iGac7eGu1nAr25;;;"2 часа";;;;0;0;0;0
500745134932;;;;"Sony;Ремонт";"Замена дисплея на Sony";"Замена дисплея на Sony в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена дисплея на Sony в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6536-6163-4831-b661-666433353362/56869158.png;1500.00;;;;;zd0IT3ION2SdvfRj1Ksa;;"2-3 часа";;;;;0;0;0;0
138567288972;;;;"Sony;Ремонт";"Замена аккумулятора на Sony";"Замена аккумулятора (акб) на Sony в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена аккумулятора (акб) на Sony в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3864-3164-4433-b235-663931363462/10984035.png;1000.00;;;;;KSplotGVuPkDjTgVnpAj;;"2 часа";;;;;0;0;0;0
436985284672;;;;"Sony;Ремонт";"Замена разъема зарядки на Sony";"Замена разъема зарядки micro, type-c на Sony в сервисном центре ""Bee Service"". Цена указана за замену micro разъема. Стоимость замены Type-C вы можете узнать в онлайн-чате или позвонив нам.";"Замена разъема зарядки micro, type-c на Sony в сервисном центре ""Bee Service"". Цена указана за замену micro разъема. Стоимость замены Type-C вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3838-3833-4630-b230-383238666361/25885160.png;1000.00;;;;;Kx592BvONNrBtSK1HtKh;;"2 часа";;;;;0;0;0;0
523985257132;;;;"Sony;Ремонт";"Разблокировка Google аккаунта, код-пароля на Sony";"Разблокировка Google аккаунта (FRP), код-пароля в сервисном центре ""Bee Service"". Цена зависит от модели устройства, точную цену вы можете узнать в онлайн-чате или позвонив нам.";"Разблокировка Google аккаунта (FRP), код-пароля в сервисном центре ""Bee Service"". Цена зависит от модели устройства, точную цену вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3964-3836-4464-b937-643131616132/77683804.png;1000.00;;;;;keMe2eiIx47pjNTNHS3I;;"1 день";;;;;0;0;0;0
271314599302;;;;"Sony;Ремонт";"Замена кнопок громкости на Sony";"Замена кнопок громкости на Sony в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена кнопок громкости на Sony в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3536-3363-4865-b433-666137373565/56389286.png;1000.00;;;;;zcnmhJPxFAzzCPnnMFDN;;"2 часа";;;;;0;0;0;0
111672497952;;;;"Sony;Ремонт";"Замена кнопки включения на Sony";"Замена кнопки включения на Sony в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена кнопки включения на Sony в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3536-3363-4865-b433-666137373565/56389286.png;1000.00;;;;;4h7DxtLCc6hEhCxMN6YJ;;"2 часа";;;;;0;0;0;0
775485982862;;;;"Sony;Ремонт";"Чистка от пыли (без разбора) на Sony";"Чистка динамиков и разъема зарядки на Sony в сервисном центре ""Bee Service"".";"Чистка динамиков и разъема зарядки на Sony в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor6463-3334-4366-a530-343561353836/30243973.png;300.00;;;;;f4gn8fJhkJRIkBYUjbAj;;;"30 мин.";;;;0;0;0;0
349956145862;;;;"Sony;Ремонт";"Замена задней крышки на Sony";"Замена задней крышки на Sony в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена задней крышки на Sony в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor3736-3435-4234-a135-393436343066/55812130.png;1000.00;;;;;F3v5sjpp8TOsmgMfbim4;;"3-4 часа";;;;;0;0;0;0
555106149252;;;;"Sony;Ремонт";"Перенос данных на Sony";"Перенос данных на Sony в сервисном центре ""Bee Service"".";"Перенос данных на Sony в сервисном центре ""Bee Service"".";https://static.tildacdn.com/stor3231-3461-4537-a263-653964313937/11777311.png;500.00;;;;;GDp9oZSNUrptklPJyLj0;;;;;;;0;0;0;0
541075251392;;;;"Sony;Ремонт";"Замена стекла основной камеры на Sony";"Замена стекла основной камеры на Sony в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена стекла основной камеры на Sony в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6661-3765-4764-b035-356663306533/86574713.png;500.00;;;;;FalPydVS9MNoY0nK5YHy;;"1 час";;;;;0;0;0;0
507025647592;;;;"Sony;Ремонт";"Замена нижнего динамика на Sony";"Замена нижнего динамика на Sony в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена нижнего динамика на Sony в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6633-3964-4538-b162-363735343061/62034644.png;1000.00;;;;;iKDXR036CDEhdAs2LJrM;;"2 часа";;;;;0;0;0;0
208092978392;;;;"Sony;Ремонт";"Замена микрофона на Sony";"Замена микрофона на Sony в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";"Замена микрофона на Sony в сервисном центре ""Bee Service"". Цена указана за работу без учета стоимости детали. Стоимость детали вы можете узнать в онлайн-чате или позвонив нам.";https://static.tildacdn.com/stor6435-6466-4134-a337-306338623766/73044951.png;1000.00;;;;;NioDlsZ89mt9UOmMpIcL;;"2 часа";;;;;0;0;0;0
